police_station,junction_name,grid_lat,grid_lon,hour_sin,hour_cos,day_sin,day_cos,police_station_freq,junction_name_freq,vehicle_mass_impact,prev_hour_impact,prev_2hour_impact,predicted_impact,actual_impact
Yeshwanthpura,No Junction,13.0241,77.5488,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,0.008181881484576284,0.5119768818327415,2.0,0.0,0.0,1.3624921,2.5
Chamarajpet,BTP048 - Shanthala Junction,12.9772,77.5708,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.013299909477055916,0.003916858157509923,2.0,3.2,2.2,2.1704278,1.0
V.V.Puram (C.Pet),BTP106 - VV Puram College,12.9544,77.5737,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,0.007711858505675092,0.0008355964069354502,2.0,0.0,0.0,1.203688,1.0
Malleshwaram,No Junction,12.9936,77.5715,0.25881904510252074,0.9659258262890683,0.0,1.0,0.08923473295731495,0.5119768818327415,0.5,1.2,2.4,1.1104739,1.2
Rajajinagar,"BTP210 - 50th cross, 12th Main , Rajajinagar",12.9861,77.5542,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.03814149432490774,0.0020715827588608034,2.0,0.0,0.0,1.1960821,3.599999999999999
Shivajinagar,BTP051 - Safina Plaza Junction,12.9819,77.6074,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,0.08265441125269828,0.04388621962258896,2.0,0.0,0.0,1.3537316,1.0
Hennuru,No Junction,13.071,77.6338,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,0.004056124225332498,0.5119768818327415,2.0,0.0,0.0,1.2403191,1.0
Malleshwaram,No Junction,13.0121,77.5525,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0.08923473295731495,0.5119768818327415,0.5,1.2,0.0,1.1024193,1.0
Pulikeshinagar(F.Town),No Junction,12.9885,77.6175,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0.013561033354223243,0.5119768818327415,1.0,0.0,0.0,1.0997295,1.0
Malleshwaram,No Junction,13.001,77.5704,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,0.08923473295731495,0.5119768818327415,3.0,0.0,0.0,2.4546752,2.4
HAL Old Airport,No Junction,12.9325,77.6885,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,0.063818675579695,0.5119768818327415,2.0,1.2,0.0,2.2470868,1.9999999999999996
Malleshwaram,"BTP001 - 10th Cross, Dr. Rajkumar Road",13.0083,77.5544,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.08923473295731495,0.00981825778149154,0.5,1.2,0.0,1.1644571,1.2
Byatarayanapura,BTP096 - Gali Anjaneya Temple,12.9521,77.5405,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.016433396003063854,0.0036557342803425945,2.0,1.0,0.0,1.6954637,1.2
Basavanagudi,BTP216 - Yediyur Junction,12.938,77.5769,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,0.018417937469535548,0.0009574542162802033,2.0,0.0,0.0,1.1129711,1.0
Halasur,No Junction,12.9735,77.6152,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,0.01305619385836641,0.5119768818327415,2.0,0.0,0.0,1.0783633,1.0
Whitefield,No Junction,12.9507,77.7177,0.7071067811865475,0.7071067811865476,0.43388373911755823,-0.900968867902419,0.009296010027156883,0.5119768818327415,2.0,0.0,0.0,2.4177496,2.5
HAL Old Airport,No Junction,12.9326,77.6916,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0.063818675579695,0.5119768818327415,1.5,1.0,10.0,2.579661,3.0
HAL Old Airport,No Junction,12.9609,77.7165,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,0.063818675579695,0.5119768818327415,1.0,1.2,0.0,1.2205389,1.2
Jnanabharathi,No Junction,12.9737,77.5089,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.003568692987953485,0.5119768818327415,2.0,0.0,0.0,1.0762869,1.0
Magadi Road,BTP071 - Prasanna Junction,12.9744,77.5511,1.0,6.123233995736766e-17,0.0,1.0,0.026460552886289256,0.002019357983427338,2.0,0.0,0.0,1.6261632,1.0
City Market,BTP043 - Upparpet Junction,12.9699,77.5757,0.7071067811865475,0.7071067811865476,-0.7818314824680299,0.6234898018587334,0.06268713877863659,0.006475872153749739,2.0,3.0,1.0,1.9173154,2.4
Chikkajala,No Junction,13.1909,77.6458,0.8660254037844386,0.5000000000000001,0.0,1.0,0.0190968595501706,0.5119768818327415,2.0,1.0,0.0,1.3183402,1.0
Rajajinagar,No Junction,13.0085,77.5265,0.7071067811865475,0.7071067811865476,0.7818314824680298,0.6234898018587336,0.03814149432490774,0.5119768818327415,1.5,0.0,0.0,2.5797963,1.9999999999999996
City Market,BTP043 - Upparpet Junction,12.97,77.5757,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0.06268713877863659,0.006475872153749739,1.0,1.2,2.0,1.2449552,1.2
Shivajinagar,BTP051 - Safina Plaza Junction,12.9816,77.6084,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,0.08265441125269828,0.04388621962258896,1.0,1.2,1.2,1.3188461,1.2
K.R. Pura,No Junction,13.004,77.7013,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0.024632685746117957,0.5119768818327415,2.0,0.0,0.0,1.376404,1.2
City Market,BTP082 - KR Market Junction,12.9641,77.5768,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.06268713877863659,0.03944711371074438,2.5,2.0,4.8,3.614219,2.4
HAL Old Airport,No Junction,12.9337,77.6911,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,0.063818675579695,0.5119768818327415,1.0,3.0,11.0,1.5550034,1.9999999999999996
Hennuru,No Junction,13.0449,77.6268,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,0.004056124225332498,0.5119768818327415,1.0,1.0,0.0,1.109743,1.9999999999999996
Rajajinagar,No Junction,13.0176,77.5317,1.0,6.123233995736766e-17,0.0,1.0,0.03814149432490774,0.5119768818327415,2.0,0.0,0.0,2.0429013,1.0
V.V.Puram (C.Pet),BTP212 - Minto Junction,12.9606,77.5718,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,0.007711858505675092,0.0006963303391128751,1.0,0.0,0.0,1.1087134,1.2
Byatarayanapura,BTP096 - Gali Anjaneya Temple,12.9535,77.5425,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.016433396003063854,0.0036557342803425945,1.0,0.0,0.0,1.3017735,1.2
Upparpet,BTP058 - Subbanna Junction,12.9796,77.577,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,0.1027261332776269,0.017965322749112177,2.0,1.0,0.0,1.1455823,1.0
Basavanagudi,BTP108 - Tagore Park Junction,12.9428,77.5711,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,0.018417937469535548,0.008843395306733514,0.5,0.0,0.0,1.1519483,1.2
Shivajinagar,BTP051 - Safina Plaza Junction,12.9816,77.6083,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0.08265441125269828,0.04388621962258896,1.0,1.0,1.0,1.328727,2.4
Malleshwaram,No Junction,13.0004,77.5713,0.7071067811865475,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,0.08923473295731495,0.5119768818327415,2.0,1.2,1.2,1.2112396,1.0
Kodigehalli,No Junction,13.0475,77.5739,0.7071067811865475,0.7071067811865476,0.43388373911755823,-0.900968867902419,0.031578580878768886,0.5119768818327415,2.0,2.4,0.0,1.3460593,1.2
Hulimavu,No Junction,12.8763,77.5958,0.7071067811865475,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,0.00844300536174361,0.5119768818327415,6.0,0.0,0.0,3.7693157,3.599999999999999
HAL Old Airport,No Junction,12.9569,77.7034,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,0.063818675579695,0.5119768818327415,3.5,1.0,2.0,3.925658,3.599999999999999
Shivajinagar,BTP051 - Safina Plaza Junction,12.981,77.6106,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,0.08265441125269828,0.04388621962258896,2.0,2.4,1.2,1.5219522,1.0
Vijayanagara,BTP068 - Veeresh Theatre Junction,12.9768,77.5455,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,0.048238284242044425,0.001584151521481791,0.5,5.0,1.0,1.0347109,1.0
Vijayanagara,BTP208 - Havanur Circle,12.9885,77.5375,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.048238284242044425,0.004177982034677251,1.0,1.2,0.0,1.4042432,1.2
Vijayanagara,No Junction,12.9643,77.5405,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,0.048238284242044425,0.5119768818327415,1.0,0.0,0.0,1.3854433,1.2
Kodigehalli,No Junction,13.05,77.5928,0.258819045102521,-0.9659258262890682,0.0,1.0,0.031578580878768886,0.5119768818327415,2.0,1.2,1.0,1.3049437,1.0
Sadashivanagar,No Junction,13.0277,77.5754,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,0.006684771255483601,0.5119768818327415,2.0,0.0,0.0,1.1751485,1.0
Malleshwaram,No Junction,13.0116,77.5513,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0.08923473295731495,0.5119768818327415,2.0,1.2,0.0,1.2040446,1.2
Shivajinagar,BTP051 - Safina Plaza Junction,12.981,77.61,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.08265441125269828,0.04388621962258896,0.5,0.0,0.0,1.1464581,1.2
Byatarayanapura,No Junction,12.9362,77.518,0.9659258262890683,0.25881904510252074,0.0,1.0,0.016433396003063854,0.5119768818327415,0.5,0.0,0.0,1.139081,2.5
Malleshwaram,No Junction,12.9993,77.5714,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.08923473295731495,0.5119768818327415,0.5,1.0,1.0,1.0781649,1.2
Malleshwaram,No Junction,13.0126,77.5546,0.7071067811865475,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,0.08923473295731495,0.5119768818327415,2.0,0.0,0.0,1.2300321,1.0
Halasur,BTP146 - Domlur Water Tank,12.9579,77.6414,-0.25881904510252157,0.9659258262890681,0.0,1.0,0.01305619385836641,0.00045261472042336886,0.5,0.0,0.0,1.0036829,1.0
City Market,BTP104 - Medical College Circle,12.9591,77.5771,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.06268713877863659,0.005379151869646961,2.0,2.4,1.2,1.6428995,1.2
HAL Old Airport,No Junction,12.958,77.701,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0.063818675579695,0.5119768818327415,1.5,2.5,2.0,2.15662,1.9999999999999996
Rajajinagar,BTP027 - Modi Bridge Junction,12.999,77.5485,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0.03814149432490774,0.01305619385836641,5.0,1.2,1.2,6.8392677,6.0
Malleshwaram,No Junction,13.0055,77.5688,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,0.08923473295731495,0.5119768818327415,7.5,4.0,0.0,6.3130994,8.000000000000002
Rajajinagar,No Junction,13.0152,77.537,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,0.03814149432490774,0.5119768818327415,2.0,0.0,0.0,1.4134334,2.4
Basavanagudi,BTP108 - Tagore Park Junction,12.9438,77.5711,-0.25881904510252157,0.9659258262890681,0.0,1.0,0.018417937469535548,0.008843395306733514,0.5,1.2,1.2,1.1855514,1.2
Upparpet,BTP040 - Elite Junction,12.9759,77.5758,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0.1027261332776269,0.028967342107095607,0.5,2.0,2.4,1.121784,1.2
K.R. Pura,No Junction,13.0084,77.6958,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0.024632685746117957,0.5119768818327415,1.0,1.2,0.0,2.5946534,2.5
Magadi Road,BTP071 - Prasanna Junction,12.9745,77.5514,0.9659258262890683,-0.25881904510252063,0.0,1.0,0.026460552886289256,0.002019357983427338,1.0,0.0,0.0,1.3213427,1.0
Mahadevapura,No Junction,12.9794,77.6945,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,0.021986630457489033,0.5119768818327415,0.5,0.0,0.0,1.473933,2.5
Rajajinagar,BTP061 - Bhashyam Circle,12.9849,77.5542,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0.03814149432490774,0.005152844509435276,4.0,2.4,2.4,2.6608548,3.0
Cubbon Park,BTP063 - Siddalingaiah Circle,12.9719,77.5978,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,0.010218647726481444,0.0034120186616530884,2.0,0.0,0.0,1.1364427,1.2
Whitefield,No Junction,12.9516,77.7175,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.009296010027156883,0.5119768818327415,2.0,0.0,0.0,2.6093252,2.5
City Market,BTP082 - KR Market Junction,12.9643,77.5764,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0.06268713877863659,0.03944711371074438,1.0,0.0,0.0,1.3619429,1.2
Rajajinagar,BTP061 - Bhashyam Circle,12.9858,77.5524,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.03814149432490774,0.005152844509435276,0.5,0.0,0.0,1.1158128,1.0
Shivajinagar,BTP051 - Safina Plaza Junction,12.9811,77.6102,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.08265441125269828,0.04388621962258896,1.0,1.2,1.0,1.2222425,1.0
City Market,BTP082 - KR Market Junction,12.961,77.5776,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.06268713877863659,0.03944711371074438,1.0,0.0,0.0,1.3157539,1.2
Shivajinagar,BTP211 - Central Street Junction,12.9844,77.6027,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.08265441125269828,0.01808718055845693,0.5,0.0,0.0,1.1704375,1.2
Kodigehalli,No Junction,13.0584,77.5932,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.031578580878768886,0.5119768818327415,2.0,1.2,0.0,1.2036947,1.2
City Market,BTP082 - KR Market Junction,12.9644,77.5772,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,0.06268713877863659,0.03944711371074438,1.0,1.2,1.0,1.2603719,1.2
Kodigehalli,No Junction,13.0714,77.5877,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0.031578580878768886,0.5119768818327415,1.5,4.0,0.0,2.7845614,3.0
HAL Old Airport,No Junction,12.9351,77.6904,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,0.063818675579695,0.5119768818327415,1.0,2.5,0.0,2.2835011,2.5
K.R. Pura,No Junction,13.0081,77.6952,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0.024632685746117957,0.5119768818327415,1.0,2.4,1.0,1.4374536,1.2
Mahadevapura,No Junction,12.9805,77.695,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.021986630457489033,0.5119768818327415,2.0,0.0,0.0,1.7412641,2.5
Shivajinagar,No Junction,12.9897,77.6017,-0.7071067811865477,0.7071067811865474,0.0,1.0,0.08265441125269828,0.5119768818327415,1.0,3.5999999999999996,1.0,1.2461592,1.2
Wilson Garden,No Junction,12.9463,77.5879,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,0.013091010375322053,0.5119768818327415,1.5,1.0,3.0,2.8861892,1.9999999999999996
HAL Old Airport,No Junction,12.9519,77.7001,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.063818675579695,0.5119768818327415,1.0,0.0,0.0,1.8735181,2.5
Bellandur,No Junction,12.9259,77.6768,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0.01704268504978762,0.5119768818327415,2.0,0.0,0.0,1.1594279,1.0
City Market,BTP082 - KR Market Junction,12.9646,77.5758,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.06268713877863659,0.03944711371074438,1.0,1.2,0.0,1.2951902,1.2
Shivajinagar,BTP051 - Safina Plaza Junction,12.9813,77.6103,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,0.08265441125269828,0.04388621962258896,4.0,1.2,1.2,2.7382348,2.4
Shivajinagar,BTP051 - Safina Plaza Junction,12.9821,77.6087,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0.08265441125269828,0.04388621962258896,1.0,1.2,1.2,1.3857358,1.2
Bellandur,No Junction,12.9267,77.6786,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.01704268504978762,0.5119768818327415,2.0,1.0,1.2,1.2096334,1.2
Shivajinagar,No Junction,12.9829,77.6107,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,0.08265441125269828,0.5119768818327415,2.0,0.0,0.0,1.3804154,1.2
Chikkajala,No Junction,13.1875,77.6804,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.0190968595501706,0.5119768818327415,2.0,0.0,0.0,1.3090057,1.0
J.P. Nagar,"BTP197 - 9th Cross, 24th Main, JP Nagar",12.9104,77.5894,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,0.005413968386602604,0.0008704129238910939,1.0,0.0,0.0,1.2997848,1.2
Hennuru,No Junction,13.0845,77.6346,0.0,1.0,0.43388373911755823,-0.900968867902419,0.004056124225332498,0.5119768818327415,0.5,0.0,0.0,1.3469744,1.0
Bellandur,No Junction,12.9271,77.6793,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,0.01704268504978762,0.5119768818327415,3.0,2.0,1.0,2.5155168,1.9999999999999996
Thalagattapura,No Junction,12.8885,77.5623,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0.0032379360768748696,0.5119768818327415,1.0,0.0,0.0,1.1928736,1.0
High ground,No Junction,12.9893,77.5927,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.00964417519671332,0.5119768818327415,2.0,0.0,0.0,1.1837785,1.0
Upparpet,BTP040 - Elite Junction,12.976,77.5763,-0.25881904510252157,0.9659258262890681,0.0,1.0,0.1027261332776269,0.028967342107095607,2.0,0.0,0.0,1.7464678,2.4
Rajajinagar,No Junction,13.0184,77.5319,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,0.03814149432490774,0.5119768818327415,1.0,2.5,7.5,2.339294,2.5
Malleshwaram,No Junction,13.0112,77.5547,0.49999999999999994,0.8660254037844387,0.0,1.0,0.08923473295731495,0.5119768818327415,1.0,1.2,4.8,1.2525647,1.0
City Market,BTP082 - KR Market Junction,12.9645,77.5774,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,0.06268713877863659,0.03944711371074438,0.5,1.0,1.2,1.1257943,1.2
HAL Old Airport,No Junction,12.933,77.6914,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0.063818675579695,0.5119768818327415,1.0,1.0,7.199999999999999,1.5623844,1.0
Jeevanbheemanagar,"BTP148 - 17th Main, Doopanahalli Bus Stop",12.9634,77.6415,-0.5000000000000004,0.8660254037844384,0.0,1.0,0.021464382703154376,0.003063853492096651,2.0,1.0,0.0,1.2686207,1.5
Mahadevapura,No Junction,12.9994,77.69,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,0.021986630457489033,0.5119768818327415,2.0,0.0,0.0,1.837189,2.4
Vijayanagara,No Junction,12.9694,77.5457,0.0,1.0,0.43388373911755823,-0.900968867902419,0.048238284242044425,0.5119768818327415,1.0,0.0,0.0,1.5102818,1.9999999999999996
Sheshadripuram,No Junction,12.9948,77.5786,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0.01027087250191491,0.5119768818327415,1.0,0.0,0.0,1.1846561,1.9999999999999996
City Market,BTP082 - KR Market Junction,12.9636,77.5784,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,0.06268713877863659,0.03944711371074438,0.5,0.0,0.0,1.1388955,1.2
Mico Layout,"BTP163 - 16th Main Road, BTM Layout",12.9167,77.6101,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0.007398509853074299,0.0007659633730241627,0.5,0.0,0.0,1.0921186,1.2
Upparpet,BTP040 - Elite Junction,12.9763,77.5757,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.1027261332776269,0.028967342107095607,1.0,0.0,0.0,1.2969115,1.2
Magadi Road,No Junction,12.9647,77.5546,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,0.026460552886289256,0.5119768818327415,0.5,0.0,0.0,1.2806702,2.5
Upparpet,BTP058 - Subbanna Junction,12.9805,77.5785,0.0,1.0,0.7818314824680298,0.6234898018587336,0.1027261332776269,0.017965322749112177,2.0,0.0,0.0,1.1088853,1.2
Hennuru,No Junction,13.0413,77.6216,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.004056124225332498,0.5119768818327415,0.5,0.0,0.0,1.0752538,1.0
City Market,BTP082 - KR Market Junction,12.9644,77.577,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.06268713877863659,0.03944711371074438,1.0,1.2,1.2,1.2681825,1.2
